phase,step,max_steps,lr,loss,loss/raw_sum,loss/weighted_no_reg,loss/total,loss/g_ws,loss/g_red,loss/g_margin,loss/g_self,loss/g_selfpass,loss/g_lim,loss/g_rot,loss/g_man,loss/g_iso,loss/g_sigma,mask/g_red_den,mask/g_margin_den,mask/g_self_den,mask/g_selfpass_den,mask/g_lim_den,mask/g_rot_den,mask/g_man_den,mask/g_iso_den,mask/g_sigma_den,ws_acc,ws_precision,ws_recall,ws_f1,g_red_mae,g_red_rmse,g_margin_mae,g_margin_rmse,g_self_mae,g_self_rmse,g_selfpass_mae,g_selfpass_rmse,g_lim_mae,g_lim_rmse,g_rot_mae,g_rot_rmse,g_man_mae,g_man_rmse,g_iso_mae,g_iso_rmse,g_sigma_mae,g_sigma_rmse
val,4500,50000,,-2.921739584803581,0.5439963305741549,0.5439963305741549,,,,,,,,,,,,,,,,,,,,,0.9645,0.9690157958687727,0.9876160990712074,0.978227537565164,0.09890886218555202,0.13649981460382518,0.12427132577165362,0.16677162640337892,0.09675880334694688,0.19186082941131932,0.0021328620497287243,0.031203591593864804,0.0593916092863762,0.07720598182194507,0.10492467672647707,0.1377094597263579,0.012292645042387324,0.018027245449165393,0.020494294366092874,0.03828310545728551,0.049663932432331165,0.07687449628616398
train,4600,50000,0.0001,-2.77604341506958,0.6896922588348389,0.6896922588348389,-2.77604341506958,0.0670570358633995,0.05889643356204033,0.08612791448831558,0.3508506715297699,1.017925842461409e-05,0.03466404601931572,0.04362709820270538,0.0001292425295105204,0.034020617604255676,0.014309108257293701,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,4700,50000,0.0001,-2.78700852394104,0.6787272095680237,0.6787272095680237,-2.78700852394104,0.2447490394115448,0.07790741324424744,0.11888844519853592,0.11901824921369553,2.7457836040412076e-06,0.08447927981615067,0.0061834873631596565,3.896130874636583e-05,0.01742788776755333,0.01003169920295477,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,4800,50000,0.0001,-2.93565034866333,0.5300856232643127,0.5300856232643127,-2.93565034866333,0.21386292576789856,0.07910141348838806,0.07583189755678177,0.02034885436296463,5.972801318421261e-06,0.017376793548464775,0.10541821271181107,0.0037324524018913507,0.0016130649019032717,0.012794104404747486,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,4900,50000,0.0001,-3.2428157329559326,0.22291997075080872,0.22291997075080872,-3.2428157329559326,0.017857452854514122,0.024370919913053513,0.05035029724240303,0.018430044874548912,5.568076448980719e-05,0.01704195886850357,0.08420322090387344,0.002971772337332368,0.0005349011044017971,0.007103733252733946,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,5000,50000,0.0001,-2.917881965637207,0.547853946685791,0.547853946685791,-2.917881965637207,0.00928833894431591,0.10516034811735153,0.049916017800569534,0.21080902218818665,8.792492735665292e-06,0.018637655302882195,0.13447865843772888,0.0027277537155896425,0.0021994304843246937,0.014627927914261818,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,5000,50000,,-2.9177271127700806,0.5480087951570749,0.5480087951570749,,,,,,,,,,,,,,,,,,,,,0.959,0.9581589958158996,0.9925696594427245,0.9750608272506083,0.0978141865309547,0.13615454412288586,0.11330423079223456,0.15855652317134097,0.0931162574711968,0.1954866805078489,0.0017134516969922896,0.015768668578532402,0.061082339471338704,0.07782438257923732,0.10179264414882512,0.1388256673350408,0.011548363844699719,0.01691951431481522,0.018687523072210627,0.04026261797799121,0.041778503741273204,0.0666996046252835
train,5100,50000,0.0001,-2.806459665298462,0.6592763662338257,0.6592763662338257,-2.806459665298462,0.35406240820884705,0.0677734836935997,0.07650262117385864,0.022291235625743866,2.4759661755524576e-05,0.05536317080259323,0.009073278866708279,0.00012328791490290314,0.0486513115465641,0.02541082166135311,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,
train,5200,50000,0.0001,-3.1478779315948486,0.31785812973976135,0.31785812973976135,-3.1478779315948486,0.08199357241392136,0.0712580680847168,0.051800161600112915,0.00021317429491318762,7.791913958499208e-06,0.040479280054569244,0.05807492136955261,0.0003968183882534504,0.000370084831956774,0.013264225795865059,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,5300,50000,0.0001,-2.838064432144165,0.6276713609695435,0.6276713609695435,-2.838064432144165,0.35195761919021606,0.07987498492002487,0.08612587302923203,0.0008754031150601804,0.0015766923315823078,0.030607206746935844,0.05240427330136299,0.00021734378242399544,0.0015410694759339094,0.022490831092000008,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,5400,50000,0.0001,-3.0856773853302,0.3800584077835083,0.3800584077835083,-3.0856773853302,0.17400510609149933,0.05177604779601097,0.04077145829796791,0.005816381890326738,4.554430688585853e-06,0.02423396147787571,0.06230137124657631,0.001983378082513809,0.0013571159215644002,0.017809033393859863,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,5500,50000,0.0001,-3.0061163902282715,0.4596191346645355,0.4596191346645355,-3.0061163902282715,0.1845877468585968,0.0631539449095726,0.09312805533409119,0.0002682090853340924,2.478579062881181e-06,0.03595277667045593,0.047909244894981384,0.0002538090629968792,0.001303123077377677,0.033059749752283096,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
val,5500,50000,,-2.9195595574378967,0.546176358088851,0.546176358088851,,,,,,,,,,,,,,,,,,,,,0.96,0.969993876301286,0.9808049535603716,0.9753694581280788,0.10092145584685146,0.13638143522707813,0.11792118857519546,0.16118618004878396,0.09303927705752961,0.19327448028962485,0.0011374052464039333,0.013680889606913963,0.06141917354920331,0.077067791838431,0.0995805678721921,0.13584198659835606,0.011733629854090351,0.016802898977301795,0.020540253854942025,0.04214090042415686,0.04497457981663223,0.06765560021675879
train,5600,50000,0.0001,-3.0131678581237793,0.4525677561759949,0.4525677561759949,-3.0131678581237793,0.17664560675621033,0.08264940977096558,0.06239842250943184,0.00036634315620176494,9.396700988872908e-06,0.0322481133043766,0.05532640591263771,0.00021518152789212763,0.0014738013269379735,0.04123508557677269,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,5700,50000,0.0001,-3.0494587421417236,0.4162772595882416,0.4162772595882416,-3.0494587421417236,0.06730060279369354,0.05838773399591446,0.08682066947221756,0.011020978912711143,1.1973878827120643e-05,0.036227114498615265,0.09904291480779648,0.0003494065604172647,0.0232978668063879,0.03381798788905144,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,5800,50000,0.0001,-2.9012348651885986,0.564501166343689,0.564501166343689,-2.9012348651885986,0.16338343918323517,0.10102305561304092,0.06931161135435104,0.021877266466617584,2.918927293649176e-06,0.03216495364904404,0.15102750062942505,0.0034957765601575375,0.0030247734393924475,0.019189907237887383,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,5900,50000,0.0001,-2.543201208114624,0.9225346446037292,0.9225346446037292,-2.543201208114624,0.5269222855567932,0.13270743191242218,0.13570524752140045,0.0004064587701577693,2.197964249717188e-06,0.038780856877565384,0.056658320128917694,6.44590545562096e-05,0.0018308551516383886,0.029456544667482376,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,6000,50000,0.0001,-3.251326322555542,0.2144097089767456,0.2144097089767456,-3.251326322555542,0.05275901034474373,0.03360683098435402,0.03524446487426758,0.00021397059026639909,9.591891512172879e-07,0.021868836134672165,0.03602805361151695,0.0004393159761093557,0.0014927724841982126,0.03275549039244652,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
val,6000,50000,,-2.9242457222938536,0.541490183994174,0.541490183994174,,,,,,,,,,,,,,,,,,,,,0.964,0.9644792293798916,0.9919504643962849,0.978021978021978,0.09807028015700656,0.1357843360226831,0.11316835991922916,0.16609256662259725,0.10108070661408983,0.20324920420111275,0.002152388568264043,0.02845895111354924,0.06067790586512893,0.07759062611199084,0.10317589302919228,0.13972989626797772,0.012516932578140369,0.019538132454879606,0.020212238156251124,0.04181017582821563,0.04305952001282305,0.06958013511751934
train,6100,50000,0.0001,-3.1876401901245117,0.2780956029891968,0.2780956029891968,-3.1876401901245117,0.013162408955395222,0.04785529896616936,0.0783594399690628,0.005497904494404793,0.017427584156394005,0.04876145347952843,0.05474508926272392,4.1190534830093384e-05,0.0006582880741916597,0.01158696785569191,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,6200,50000,0.0001,-3.1376192569732666,0.32811635732650757,0.32811635732650757,-3.1376192569732666,0.14415457844734192,0.03779618814587593,0.05448384955525398,0.00017979901167564094,8.55891175888246e-06,0.031993214040994644,0.0445898175239563,9.226780821336433e-05,0.0006192948203533888,0.014198814518749714,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,6300,50000,0.0001,-2.940646171569824,0.5250898599624634,0.5250898599624634,-2.940646171569824,0.14632272720336914,0.07460793107748032,0.059601619839668274,0.12332805246114731,0.002176763257011771,0.019096916541457176,0.07837986946105957,0.001532108522951603,0.002271336270496249,0.017772449180483818,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,6400,50000,0.0001,-3.2566919326782227,0.2090439647436142,0.2090439647436142,-3.2566919326782227,0.03953862935304642,0.04253499582409859,0.056711554527282715,0.00012199327466078103,1.4532314480675268e-06,0.029598528519272804,0.023846399039030075,6.590421253349632e-05,0.0007134752813726664,0.015911001712083817,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,6500,50000,0.0001,-3.1320130825042725,0.3337230086326599,0.3337230086326599,-3.1320130825042725,0.11696889996528625,0.057667624205350876,0.08016633987426758,0.00022325036115944386,1.5644027371308766e-05,0.01915276236832142,0.031901005655527115,9.300976671511307e-05,0.0009971141116693616,0.026537330821156502,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
val,6500,50000,,-2.901455105543137,0.5642808078974485,0.5642808078974485,,,,,,,,,,,,,,,,,,,,,0.9525,0.9567307692307693,0.9857585139318885,0.9710277523635255,0.10117206377879753,0.14328655087474906,0.11940002509684017,0.16635942447909027,0.09723359790195253,0.20575967480566165,0.001105318829740164,0.01044360220853599,0.05940744526246015,0.07588382447178502,0.09997452707851634,0.13594716994534967,0.011436553899740841,0.01760402234944763,0.02090402113694709,0.04126477570001271,0.04187312321766242,0.06733756365793103
train,6600,50000,0.0001,-3.080968141555786,0.3847678005695343,0.3847678005695343,-3.080968141555786,0.04581192880868912,0.06261425465345383,0.09165740013122559,0.052319832146167755,9.460679393669125e-06,0.05830821022391319,0.007509904447942972,0.00011607558553805575,0.04527149349451065,0.02114923670887947,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,6700,50000,0.0001,-2.621401309967041,0.8443347215652466,0.8443347215652466,-2.621401309967041,0.18070480227470398,0.15557099878787994,0.18322141468524933,0.0014498711097985506,4.858972033616737e-07,0.05218007043004036,0.2145630270242691,0.00801453273743391,0.0041608358733356,0.044468723237514496,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,6800,50000,0.0001,-3.159353256225586,0.3063826560974121,0.3063826560974121,-3.159353256225586,0.04183683171868324,0.04558751732110977,0.11285602301359177,0.00023733526177238673,9.627126019040588e-06,0.04172315075993538,0.03924494981765747,0.00017039293015841395,0.0008258124580606818,0.0238910224288702,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,6900,50000,0.0001,-3.0678908824920654,0.3978448510169983,0.3978448510169983,-3.0678908824920654,0.10054092854261398,0.046380385756492615,0.05452209338545799,0.032119933515787125,8.013986371224746e-05,0.04408244043588638,0.06985418498516083,0.0001316795969614759,0.02347942814230919,0.026653673499822617,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,7000,50000,0.0001,-2.939086437225342,0.5266496539115906,0.5266496539115906,-2.939086437225342,0.20325633883476257,0.09793753176927567,0.04783158004283905,0.020401393994688988,5.667172445100732e-05,0.025496920570731163,0.10246127098798752,0.0038501929957419634,0.001597458147443831,0.023760279640555382,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
val,7000,50000,,-2.9097009927034376,0.5560349354892969,0.5560349354892969,,,,,,,,,,,,,,,,,,,,,0.959,0.9609140108238123,0.9894736842105263,0.9749847467968273,0.098580025482473,0.1362067999032514,0.12077681321662277,0.16708366974154595,0.09351090509271474,0.19236808498790675,0.0025140317600947045,0.03177816144559695,0.06026786156114041,0.07839505137123132,0.1018825388083886,0.13418510523211888,0.011514890978499186,0.017251947588098736,0.02096750040310824,0.03963381809296738,0.04706660511877515,0.0680104238095201
train,7100,50000,0.0001,-3.1372008323669434,0.328534871339798,0.328534871339798,-3.1372008323669434,0.13358540832996368,0.05171991512179375,0.039683230221271515,0.00840354710817337,1.4645972896687454e-06,0.02493985742330551,0.06401222944259644,0.0005144943133927882,0.000710130378138274,0.004964577034115791,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,7200,50000,0.0001,-2.7598273754119873,0.705908477306366,0.705908477306366,-2.7598273754119873,0.31371715664863586,0.034544557332992554,0.06423282623291016,0.15667162835597992,7.098919741110876e-05,0.06732792407274246,0.00676766037940979,5.428388249129057e-05,0.039619918912649155,0.022901542484760284,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,7300,50000,0.0001,-3.2176218032836914,0.24811410903930664,0.24811410903930664,-3.2176218032836914,0.03189392015337944,0.05240373685956001,0.06723404675722122,0.0013855758588761091,0.006386882159858942,0.02714918553829193,0.03165564686059952,9.812671487452462e-05,0.0011753380531445146,0.028731660917401314,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,7400,50000,0.0001,-2.671739339828491,0.7939966917037964,0.7939966917037964,-2.671739339828491,0.06914563477039337,0.02568558044731617,0.09646935760974884,0.43469393253326416,0.00021876729442737997,0.05429140478372574,0.03190993517637253,0.00010279902926413342,0.05730726569890976,0.024171996861696243,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,7500,50000,0.0001,-3.234117269515991,0.2316187620162964,0.2316187620162964,-3.234117269515991,0.02898149937391281,0.04066117852926254,0.07179070264101028,0.0006618205225095153,2.973154369101394e-05,0.0323471799492836,0.03957322612404823,5.3748739446746185e-05,0.0007918368210084736,0.016727827489376068,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
val,7500,50000,,-2.903852528333664,0.5618833994865418,0.5618833994865418,,,,,,,,,,,,,,,,,,,,,0.9555,0.9541666666666667,0.9925696594427245,0.9729893778452201,0.10287583954747616,0.143481697566028,0.11813546837114328,0.1642826452147183,0.09759969076505018,0.1895625383540431,0.0012016858847886786,0.011830727876673625,0.06144360208843515,0.07902791004296991,0.10176244424223531,0.13700197536089212,0.011571444423967287,0.01729340516826631,0.020391430671185533,0.04821296340959244,0.04739118781252173,0.0742126922122265
train,7600,50000,0.0001,-3.185204029083252,0.28053194284439087,0.28053194284439087,-3.185204029083252,0.05921674147248268,0.06357310712337494,0.06740619987249374,0.0002368397545069456,7.696758984820917e-06,0.03679772466421127,0.0358412005007267,9.614232840249315e-05,0.0009144230280071497,0.016441896557807922,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,7700,50000,0.0001,-3.0656843185424805,0.40005144476890564,0.40005144476890564,-3.0656843185424805,0.06443383544683456,0.029650330543518066,0.05033450946211815,0.11360111832618713,4.2642241169232875e-05,0.03887280449271202,0.036687273532152176,0.00011731523409252986,0.04135658219456673,0.024955011904239655,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,7800,50000,0.0001,-3.055804491043091,0.4099315106868744,0.4099315106868744,-3.055804491043091,0.15792235732078552,0.04099562391638756,0.11784664541482925,0.00035457624471746385,3.136090890620835e-05,0.020677588880062103,0.0477018766105175,0.0001239713456016034,0.0014518910320475698,0.02282562665641308,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,
train,7900,50000,0.0001,-3.2776405811309814,0.18809539079666138,0.18809539079666138,-3.2776405811309814,0.020720988512039185,0.0200491975992918,0.054863978177309036,0.008689375594258308,0.007272198796272278,0.035715941339731216,0.02249137870967388,7.514795288443565e-05,0.0021603943314403296,0.016056792810559273,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,8000,50000,0.0001,-3.2054226398468018,0.2603132128715515,0.2603132128715515,-3.2054226398468018,0.013021274469792843,0.06681347638368607,0.05018823966383934,0.00016806714120320976,0.00018339011876378208,0.03896576911211014,0.05635059252381325,7.430810364894569e-05,0.0012698039645329118,0.03327827528119087,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,
val,8000,50000,,-2.9341940015554426,0.5315418855845928,0.5315418855845928,,,,,,,,,,,,,,,,,,,,,0.964,0.9672925499697154,0.9888544891640867,0.9779546846295163,0.09928909872338498,0.14010365529075902,0.11645819932314634,0.16393700500088146,0.09540372271286814,0.1883790153512131,0.0021091154485295065,0.02299576105718093,0.056384237539657496,0.0731331454291144,0.09815849574634535,0.1329152660641015,0.011722179365577897,0.01808853595069855,0.02157566691907382,0.043549166716205755,0.04367858724143852,0.06864531646542422
train,8100,50000,0.0001,-2.8421287536621094,0.6236071586608887,0.6236071586608887,-2.8421287536621094,0.026895029470324516,0.05291678011417389,0.14369308948516846,0.20564880967140198,8.476843504467979e-05,0.025883745402097702,0.06956958770751953,0.00014543358702212572,0.082179494202137,0.01659044437110424,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,
train,8200,50000,0.0001,-3.131776809692383,0.33395883440971375,0.33395883440971375,-3.131776809692383,0.04250325262546539,0.06137436255812645,0.08414428681135178,0.024633163586258888,0.004735423251986504,0.028459034860134125,0.0702933743596077,0.001720233354717493,0.002437050687149167,0.013658680953085423,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,8300,50000,0.0001,-2.932769536972046,0.5329663753509521,0.5329663753509521,-2.932769536972046,0.14809134602546692,0.07128667831420898,0.08537603169679642,0.11139979213476181,3.977356470841187e-07,0.024400312453508377,0.07695189118385315,0.003083871677517891,0.0022290400229394436,0.010146992281079292,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,8400,50000,0.0001,-2.943580389022827,0.5221557021141052,0.5221557021141052,-2.943580389022827,0.22953487932682037,0.06340216845273972,0.10751790553331375,0.0004903269000351429,2.5082788397412514e-06,0.03849903866648674,0.051614951342344284,0.00035716500133275986,0.0015230216085910797,0.029213769361376762,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,
train,8500,50000,0.0001,-2.9010398387908936,0.5646962523460388,0.5646962523460388,-2.9010398387908936,0.17321519553661346,0.1384887993335724,0.12698334455490112,0.001574366120621562,8.508915016136598e-06,0.039765216410160065,0.05306407809257507,0.0005486576119437814,0.0031866386998444796,0.027861421927809715,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,8500,50000,,-2.9241361802816392,0.5415997519344091,0.5415997519344091,,,,,,,,,,,,,,,,,,,,,0.96,0.9665653495440729,0.9845201238390093,0.9754601226993865,0.09798041632854533,0.13628075070472748,0.12112662011624858,0.17027053561902258,0.09703654755748832,0.19405411509750808,0.001645128977926154,0.027300187561009003,0.05847933192740284,0.07463180198338293,0.098803604636399,0.1345269465293633,0.011271159088198706,0.016969243172716846,0.019876211212699998,0.04509761813188701,0.04280205448345503,0.06408988844644646
train,8600,50000,0.0001,-3.308610200881958,0.1571255922317505,0.1571255922317505,-3.308610200881958,0.030595798045396805,0.01665012165904045,0.06030593067407608,0.00032025459222495556,3.351507621118799e-05,0.013357128947973251,0.02043760195374489,5.546311876969412e-05,0.0006404315354302526,0.014729353599250317,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,8700,50000,0.0001,-3.1540818214416504,0.3116540312767029,0.3116540312767029,-3.1540818214416504,0.06515929102897644,0.054744817316532135,0.05823470652103424,0.0007242245483212173,0.00814173836261034,0.031231550499796867,0.06510714441537857,0.0001112556565203704,0.0015793020138517022,0.026619968935847282,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,
train,8800,50000,0.0001,-2.7590134143829346,0.7067223787307739,0.7067223787307739,-2.7590134143829346,0.2015521079301834,0.1512216031551361,0.14265042543411255,0.038180068135261536,1.1090854059148114e-05,0.08874880522489548,0.008476240560412407,5.5458982387790456e-05,0.05238078162074089,0.02344578132033348,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,8900,50000,0.0001,-3.006223678588867,0.4595121145248413,0.4595121145248413,-3.006223678588867,0.07061061263084412,0.05756213143467903,0.08600009977817535,0.09987872838973999,1.6218182281590998e-05,0.025563810020685196,0.10796717554330826,0.002891461830586195,0.0013560064835473895,0.007665893994271755,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,
train,9000,50000,0.0001,-2.8781449794769287,0.5875908136367798,0.5875908136367798,-2.8781449794769287,0.17924779653549194,0.07165666669607162,0.11346688121557236,0.03608008474111557,6.567291711689904e-05,0.04529161378741264,0.12984518706798553,0.0011120676063001156,0.0017113394569605589,0.00911349430680275,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
val,9000,50000,,-2.9057521736621856,0.5599837344139814,0.5599837344139814,,,,,,,,,,,,,,,,,,,,,0.9545,0.954653937947494,0.9907120743034056,0.9723488301428137,0.10386879171011248,0.14906759194015073,0.1219843260644021,0.1649542196366611,0.09533293105131332,0.1860634502765969,0.0021749635229907907,0.026679131208410936,0.05868057721170478,0.07597846818564924,0.10118679137606369,0.13562259038307406,0.012187701152874035,0.017177968719813686,0.02008157025549803,0.04054227140382908,0.048205311241164665,0.07623479791287385
train,9100,50000,0.0001,-3.1826629638671875,0.2830730974674225,0.2830730974674225,-3.1826629638671875,0.017653267830610275,0.0598205029964447,0.05531344190239906,0.0002559522108640522,1.9040371626033448e-05,0.026164954528212547,0.08848915249109268,0.0001419449399691075,0.001340258284471929,0.03387458994984627,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,
train,9200,50000,0.0001,-2.89595627784729,0.5697797536849976,0.5697797536849976,-2.89595627784729,0.15917667746543884,0.05006445199251175,0.04039382189512253,0.12724962830543518,1.1660422387649305e-05,0.04908416047692299,0.06854454427957535,0.000542750465683639,0.027988065034151077,0.046724021434783936,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,
train,9300,50000,0.0001,-2.9778661727905273,0.48786965012550354,0.48786965012550354,-2.9778661727905273,0.21091337502002716,0.04433991760015488,0.0741104856133461,0.026539672166109085,0.024280615150928497,0.023452026769518852,0.05464886501431465,0.000123425736092031,0.0009252368472516537,0.02853604592382908,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,
train,9400,50000,0.0001,-3.3005454540252686,0.16519060730934143,0.16519060730934143,-3.3005454540252686,0.019018130376935005,0.03163496404886246,0.048091936856508255,0.00019999183132313192,6.524605851154774e-07,0.026632215827703476,0.030449986457824707,8.675064600538462e-05,0.0004382653860375285,0.00863770954310894,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,
